,researcher_name,skills
48,"Fiedler, Kirk","{'business', 'computer science'}"
49,"Flora, Joseph","{'molecular modeling', 'engineering process', 'quality engineering', 'dr flora main molecular modeling environmental reaction', 'water quality', 'process water', 'main molecular', 'computer modeling water quality engineering process', 'dr flora', 'modeling water', 'environmental reaction', 'process water quality engineering', 'computer modeling', 'flora main', 'modeling environmental'}"
50,"Gadala-Maria, Francis","{'centerroom main', 'sc', 'engineering centerroom main streetcolumbia', 'main streetcolumbia', 'stanford', 'engineering centerroom'}"
51,"Gassman, Sarah","{'engineering', 'geotechnical', 'civil'}"
52,"Gatzke, Edward P.","{'including parallel nonconvex nonseparable mixed integer outer approximation parallel nonconvex branch reduce method application area particulate processing', 'application require', 'diagnostic method', 'reduce product', 'require online', 'unknown value', 'problem ongoing', 'parallel nonconvex', 'main street', 'process modeling', 'understanding dynamic', 'formulation developed', 'online solution', 'optimization efficient operation chemical process requires fundamental understanding dynamic nonlinear characteristic variety controller formulation developed reduce product variability improve productivity estimation diagnostic method used develop process information easily directly acquired instrumentation recently', 'variety controller', 'nonseparable mixed', 'method application', 'process information', 'ongoing effort', 'parallel programming', 'operation chemical', 'application area', 'information easily', 'directly acquired', 'nonconvex nonseparable', 'room main', 'moving horizon', 'reduce method', 'street columbia', 'effort mixed', 'area process', 'acquired instrumentation', 'proposed application', 'sc gatzke area process modeling', 'particulate processing', 'large scale system', 'involving unknown', 'requires fundamental', 'branch reduce', 'new moving horizon formulation involving unknown value taking discrete value proposed application require online solution constrained mixed integer optimization problem ongoing effort parallel programming effort mixed integer optimization', 'optimization problem', 'discrete value', 'programming effort', 'value proposed', 'control', 'fundamental understanding', 'constrained mixed', 'area particulate', 'dynamic nonlinear', 'estimation diagnostic', 'taking discrete', 'developed reduce', 'characteristic variety', 'solution constrained', 'outer approximation', 'nonconvex branch', 'large scale', 'product variability', 'process requires', 'integer outer', 'variability improve', 'optimization efficient', 'method used', 'used develop', 'room main street columbia', 'bio process', 'formulation involving', 'value taking', 'develop process', 'including parallel', 'mixed integer', 'controller formulation', 'productivity estimation', 'efficient operation', 'improve productivity', 'gatzke area', 'horizon formulation', 'approximation parallel', 'integer optimization', 'chemical process', 'sc gatzke', 'instrumentation recently', 'effort parallel', 'nonlinear characteristic', 'new moving', 'easily directly', 'scale system'}"
53,"Gerdes, Jr., John H.","{'gerdes associate', 'database management dr gerdes hold b eng mechanical engineering cornell', 'ithaca', 'innovation assembly street', 'department integrated', 'integrated information', 'lehigh', 'pa eng', 'innovation assembly', 'john gerdes', 'appeared communication', 'professor department', 'information system', 'user privacy', 'cornell', 'ha taught', 'privacy currently', 'c teach', 'eng mechanical', 'gerdes hold', 'bethlehem', 'software development', 'article appeared', 'development new', 'key certificate', 'columbia', 'china article appeared communication acm', 'two patent', 'shanghai', 'suite', 'new public', 'authored two', 'database management', 'engineering cornell', 'support user', 'system vanderbilt', 'telecommunication system', 'sc', 'b eng', 'c teach software development', 'web site', 'web site development', 'journal ha', 'dr gerdes', 'associate editor', 'science vanderbilt', 'one dealign measurement coke temperature', 'computer science vanderbilt', 'measurement coke', 'one dealign', 'ph information', 'site development', 'one development new public key certificate support user privacy currently associate editor electronic commerce telecommunication system', 'management dr', 'tenn', 'china article', 'ha authored', 'mechanical engineering', 'one development', 'electronic commerce', 'vanderbilt ha', 'decision support', 'taught ohio', 'teach software', 'editor electronic', 'hold b', 'journal ha authored two patent', 'support system', 'coke temperature', 'certificate support', 'nashville', 'jia tong', 'dr john gerdes associate professor department integrated information', 'dealign measurement', 'california riverside', 'communication acm', 'decision support system', 'assembly street', 'tenn b', 'vanderbilt', 'associate professor', 'public key', 'commerce telecommunication', 'transaction iie', 'currently associate', 'ph information system vanderbilt ha taught ohio state', 'dr john', 'ohio state', 'computer science'}"
54,"Gholizadeh, Sona","{'system analysis', 'higher education', 'engineering education'}"
55,"Gibbons, Joseph H.","{'pittsburgh', 'ph'}"
56,"Ginn, Herbert L.","{'street columbia', 'swearingenroom main', 'sc carolinamississippi', 'main street', 'sc carolinamississippi state', 'swearingenroom main street columbia', 'carolinamississippi state'}"
57,"Giurgiutiu (Jurjutzu), Victor","{'paper fellow', 'smart structure', 'structural health', 'journal raes', 'active material', 'applied mechanic', 'health monitoring', 'many journal', 'mechatronics', 'ha published', 'dr giurgiutiu', 'mechanical engineer', 'asme associate', 'structural health monitoring', 'raes american', 'aeronautical society', 'published several', 'fellow royal', 'journal article', 'conference paper', 'editor aeronautical', 'giurgiutiu ha', 'multi physic', 'aeronautical journal', 'span active', 'dr giurgiutiu span active material', 'giurgiutiu span', 'royal aeronautical', 'society mechanical', 'mechanic topic', 'multi physic applied mechanic topic dr giurgiutiu ha published several book book chapter many journal article conference paper fellow royal aeronautical society raes american society mechanical engineer asme associate editor aeronautical journal raes', 'several book', 'society raes', 'american society', 'chapter many', 'book chapter', 'book book', 'article conference', 'engineer asme', 'associate editor', 'topic dr', 'physic applied'}"
58,"Glenn Jr., Odell","{'particle home', 'passion education', 'reduce potency', 'indoor environment', 'dust particle', 'wa investigated', 'fundamental key', 'produced indoor', 'involved development', 'aspect novel', 'allergenic protein', 'asthma trigger', 'dry ice', 'essential oil cfd modeling elisa assay wa investigated present passion education along engineering education investigating new unique way teach undergraduate core fundamental key educator student', 'novel technology', 'modeling elisa', 'fundamental aspect novel technology abatement allergenic protein involved development approach potentially reduce potency asthma trigger produced indoor environment allergen bound dry dust particle home effectiveness using dry ice', 'dry dust', 'new unique', 'engineering education', 'trigger produced', 'bound dry', 'education investigating', 'way teach', 'oil cfd', 'elisa assay', 'teach undergraduate', 'undergraduate core', 'technology abatement', 'environment allergen', 'education along', 'educator student', 'assay wa', 'development approach', 'using dry', 'along engineering', 'protein involved', 'investigating new', 'unique way', 'core fundamental', 'allergen bound', 'key educator', 'approach potentially', 'home effectiveness', 'fundamental aspect', 'cfd modeling', 'abatement allergenic', 'potentially reduce', 'essential oil', 'potency asthma', 'present passion', 'effectiveness using', 'investigated present'}"
59,"Goharian, Erfan","{'integrated water resource management', 'resource management', 'system analysis', 'integrated water', 'hydroinformatics', 'water resource'}"
60,"Gower, R. Michael","{'biomaterials', 'immunoengineering'}"
61,"Gray, Joshua","{'non profit', 'storage technology', 'community based', 'entrepreneurial start ups community based non profit social work educational role range experience teaching assistant graduate school chemical engineering laboratory', 'working national', 'ups area', 'serving laboratory manager instructor chemistry department state supported liberal art experience primarily involves application electrochemical engineering localized corrosion sustainable energy application worked area material compatibility corrosion susceptibility high temperature heat transfer fluid solar energy', 'assistant graduate', 'currently co', 'corrosion susceptibility', 'adjunct professor', 'high temperature', 'primarily involves', 'experienced engineer', 'participated several', 'compatibility corrosion', 'work educational', 'nuclear fuel', 'extensive experience', 'diverse background', 'experience teaching', 'storage fuel', 'instructor chemistry', 'laboratory system', 'sustainable energy', 'teaching assistant', 'department state', 'hydrogen storage fuel cell application', 'professor working', 'serving mentor', 'role range', 'alternative separation', 'worked area', 'corrosion sustainable', 'chemistry department', 'educational instruction', 'thesis committee', 'component characterization', 'separation process', 'experience primarily', 'graduate school', 'founder nonprofit', 'battery component', 'battery component characterization participated several start ups area fuel cell hydrogen storage technology', 'ups community', 'liberal art', 'cell hydrogen', 'member adjunct', 'manager instructor', 'national laboratory', 'application electrochemical', 'entrepreneurial start', 'laboratory manager', 'application worked', 'engineering laboratory', 'serving mentor thesis committee member adjunct professor working national laboratory system', 'background ranging', 'extensive experience development environment', 'educational role', 'heat transfer', 'range experience', 'experience development', 'engineer diverse', 'fluid solar', 'substance use', 'currently co founder nonprofit area recovery substance use disorder', 'cell application', 'development alternative', 'area recovery', 'recovery substance', 'state supported', 'instruction mentoring', 'localized corrosion', 'process used', 'experienced engineer diverse background ranging educational instruction mentoring role', 'nonprofit area', 'engineering localized', 'development alternative separation process used nuclear fuel', 'used nuclear', 'transfer fluid', 'art experience', 'area fuel', 'mentoring role', 'ranging educational', 'hydrogen storage', 'use disorder', 'several start', 'susceptibility high', 'start ups', 'development environment', 'solar energy', 'fuel cell', 'energy application', 'committee member', 'area material', 'profit social', 'school chemical', 'electrochemical engineering', 'temperature heat', 'supported liberal', 'characterization participated', 'chemical engineering', 'serving laboratory', 'social work', 'mentor thesis', 'based non', 'material compatibility', 'co founder', 'involves application'}"
62,"Gross, Andrew J.","{'characterization architected material', 'dr gross center mechanical property material includes design', 'center mechanical', 'material model', 'experimental data', 'data calibration', 'architected material', 'includes design', 'use full', 'mechanical property', 'property material', 'gross center', 'field experimental', 'especially nanoscale constituent well use full field experimental data calibration material model', 'nanoscale constituent', 'constituent well', 'calibration material', 'dr gross', 'material includes', 'well use', 'especially nanoscale', 'fabrication', 'characterization architected', 'full field'}"
63,"Gumina, Sharon","{'version developer', 'routing switching', 'innovation center assembly street', 'version developer using various tool including sql developer oracle visual studio palo alto network authorized cybersecurity academy instructor', 'technology cisco', 'authorized cybersecurity', 'switching ccna', 'including sql', 'operation routing', 'analyst', 'cybersecurity academy', 'educator information', 'tool including', 'sc year', 'oracle visual', 'cisco academy', 'innovation center', 'suite office', 'center assembly', 'developer using', 'sql developer', 'assembly street', 'visual studio', 'information technology', 'developer oracle', 'palo alto', 'network authorized', 'cyber security', 'academy instructor', 'sc year experience developer', 'educator information technology cisco academy instructor cyber security operation routing switching ccna ccna', 'instructor cyber', 'experience developer', 'using various', 'alto network', 'year experience', 'ccna ccna', 'security operation', 'studio palo', 'suite office columbia', 'office columbia', 'various tool'}"
64,"Gürdal, Zafer ","{'structural multidisciplinary design', 'structural multidisciplinary', 'multidisciplinary design'}"
65,"Haj-Hariri, Hossein ","{'fluid mechanic', 'applied mathematics', 'thermal management'}"
66,"Harik, Ramy","{'fiber placement', 'education join', 'plm international', 'harik associate', 'placement education', 'resident researcher', 'department mechanical', 'harik textbook', 'dassault aviation', 'textbook manufacturing', 'cam dr', 'award pi', 'tau sigma', 'pi tau', 'ha million', 'recipient outstanding', 'member department', 'manufacturing engineering', 'several agency', 'education featuring', 'emergent manufacturing', 'dr harik textbook manufacturing education featuring traditional emergent manufacturing topic', 'conference held', 'ace ace technical symposium aerospace conference exhibition wa chair plm international conference held columbia', 'aided manufacturing', 'fulbright scholar', 'design cad', 'exhibition wa', 'manufacturing cam', 'science industrial', 'outstanding young', 'fokker aerostructures', 'researcher mcnair', 'engineering technology', 'conference exhibition', 'automated manufacturing engineering technology master science industrial mechanical engineering doctor philosophy mainly teach course computer aided design cad', 'young educator', 'philosophy mainly', 'funded student', 'aviation funded', 'center aerospace', 'automated manufacturing', 'sigma honor', 'dassault aviation funded student several agency recipient outstanding young educator award pi tau sigma honor society dr harik chair ace', 'journal ha', 'wa chair', 'international conference', 'innovation currently', 'featuring traditional', 'associate editor', 'nasa langley', 'traditional emergent', 'scientist nasa', 'design application', 'held columbia', 'join mechanical', 'faculty member', 'international journal', 'usd funding', 'visiting scientist', 'aided design', 'engineering doctor', 'technical symposium', 'faculty member department mechanical engineering resident researcher mcnair center aerospace innovation currently visiting scientist nasa langley', 'mechanical engineering', 'editor computer', 'educator award', 'currently visiting', 'ace technical', 'teach course', 'sc department', 'aerospace conference', 'mcnair center', 'engineering master', 'conducting automated', 'ace ace', 'mainly teach', 'society dr', 'manufacturing computer aided manufacturing cam dr harik associate editor computer aided design application international journal ha million usd funding boeing', 'department commerce', 'technology master', 'student several', 'agency recipient', 'nasa', 'doctor philosophy', 'engineering resident', 'automated fiber', 'aerospace innovation', 'master science', 'course computer', 'chair ace', 'manufacturing computer', 'honor society', 'symposium aerospace', 'application international', 'manufacturing education', 'industrial mechanical', 'chair plm', 'dr harik', 'manufacturing topic', 'computer aided', 'funding boeing', 'harik chair', 'million usd', 'sc department commerce', 'conducting automated fiber placement education join mechanical engineering master science'}"
67,"Henrich, Silke","{'biomedical catawba', 'catawba stroom', 'biomedical catawba stroom'}"
68,"Heyden, Andreas","{'electrocatalysis', 'biomass catalysis', 'uncertainty quantification', 'multiscale modeling', 'computational catalysis'}"
69,"Hikmet, Neset","{'health information technology', 'health information', 'information system', 'health informatics', 'information technology'}"
70,"Hoque, Shamia","{'metamodel', 'sustainable technology', 'healthy building', 'transportation environment'}"
71,"Hu, Jianjun","{'material informatics', 'bioinformatics', 'deep learning', 'evolutionary computation', 'machine learning'}"
72,"Hu, Ming","{'heat transfer', 'transport novel', 'modeling complex', 'simulation micro', 'low dimensional', 'scale multiphysics', 'advanced thermal', 'thermal management', 'thermal transport', 'energy system', 'list publication', 'multi scale multiphysics modeling complex energy transport process full list publication', 'dr hu', 'hu modeling', 'material nanostructures', 'full list', 'particular low dimensional material nanostructures', 'interfacial heat', 'transfer advanced', 'energy transport', 'dr hu modeling simulation micro nano scale thermal transport novel energy system', 'scale thermal', 'energy nanotechnology', 'interfacial heat transfer advanced thermal management', 'particular low', 'multiphysics modeling', 'process full', 'modeling simulation', 'complex energy', 'dimensional material', 'transport process', 'micro nano', 'multi scale', 'novel energy', 'nano scale'}"
73,"Huang, Chin-Tser","{'network protocol design verification', 'protocol design', 'network security', 'design verification', 'distributed system', 'network protocol'}"
74,"Huang, Kevin ","{'battery', 'electrochemistry', 'modeling', 'fuel cell', 'gas membrane'}"
75,"Huang, Xinyu ","{'composite', 'fuel cell', 'durability', 'coating'}"
76,"Huhns, Michael N.","{'multiagent system', 'serviceoriented computing', 'ontology', 'computer vision', 'distributed computing'}"
77,"Humphries, Wilfred Kenneth","{'retaining wall present', 'honor including', 'fellow asce', 'highest honor', 'retaining wall', 'palmetto highest', 'national engineering', 'received numerous', 'deep shallow', 'location city', 'humphries service', 'employee location', 'soil dynamic', 'lateral earth pressure', 'area', 'deep shallow foundation', 'engineering firm', 'ha received', 'serf senior', 'dr humphries', 'geotechnical consultant', 'award honor', 'government employee', 'engineering community', 'professional practice soil dynamic', 'professional practice', 'letalier cup', 'firm approximately', 'public service', 'national engineering firm approximately', 'rank fellow asce nspe', 'lateral earth', 'blasting structure', 'city recognition', 'employee location city recognition dr humphries service engineering community', 'flexible pavement', 'inc', 'numerous award', 'shallow foundation', 'effect blasting structure', 'effect blasting', 'engineer year', 'terracon consultant', 'recognition dr', 'among others', 'soil stabilization', 'public service award', 'asce nspe', 'practice soil', 'dr humphries serf senior geotechnical consultant terracon consultant', 'wall present', 'employee year', 'consultant terracon', 'order palmetto', 'government employee year', 'senior geotechnical', 'service engineering', 'service award', 'earth pressure', 'rank fellow', 'including order', 'teaching', 'ha received numerous award honor including order palmetto highest honor', 'humphries serf'}"
78,"Huray, Paul G.","{'sc', 'swearingenroom main', 'swearingenroom main streetcolumbia', 'main streetcolumbia'}"
79,"Huynh, Nathan","{'drayage', 'health care', 'port operation', 'freight', 'logistics'}"
80,"Imran, Jasim","{'sediment transport', 'mass gravity', 'numerical experimental modeling', 'unsteady free', 'numerical experimental', 'experimental modeling', 'unsteady free surface flow', 'surface flow', 'gravity flow', 'mass gravity flow', 'free surface', 'turbidity current'}"
81,"Jabbari, Esmaiel","{'protein delivery', 'biomaterials', 'tissue engineering'}"
82,"Jabbarzadeh, Ehsan","{'biomaterials using', 'biochemical morphological cue integrate generate appropriate response work complemented parallel effort construct single cell based mathematical model intercellular signaling event linked signaling output associated fate commitment addition', 'extracellular matrix', 'associated cell', 'stem cell', 'response work', 'modulation inflammatory response implanted biomaterials using natural compound', 'robust design', 'cell differentiation', 'engineering microenvironments', 'main street', 'natural compound', 'design engineering', 'implanted biomaterials', 'distinctive type', 'model intercellular', 'laboratory actively', 'matrix application', 'blanchette', 'differentiation investigation', 'revolve around', 'finely controllable', 'response implanted', 'commitment addition', 'signaling output', 'appropriate response', 'using natural', 'nanotube array', 'investigation molecular', 'differentiation tissue', 'pursuing development', 'output associated', 'press', 'investigation lab', 'based carbon', 'associated fate', 'understanding modeling', 'mechanism associated', 'room main', 'cell sense', 'controllable biophysical', 'cue integrate', 'mathematical model', 'street columbia', 'around cell', 'linked signaling', 'cell based', 'biophysical biochemical', 'key characteristic', 'natural extracellular', 'biochemical morphological', 'sc overarching', 'proliferation differentiation investigation lab revolve around cell sense distinctive type mechanical', 'engineering tissue', 'theme robust', 'tissue understanding', 'single cell', 'work complemented', 'carbon nanotube', 'current pharmaceutical design', 'lab revolve', 'complemented parallel', 'signaling event', 'biochemical property', 'current pharmaceutical', 'based mathematical', 'fate commitment', 'engineering yanez', 'inflammatory response', 'jabbarzadeh', 'intercellular signaling', 'effort construct', 'event linked', 'actively pursuing', 'molecular mechanism', 'development biomaterials', 'overarching theme', 'construct single', 'microenvironments based', 'remodeling development', 'cell migration', 'parallel effort', 'characteristic natural', 'tissue engineering', 'array finely', 'room main street columbia', 'modulation inflammatory', 'bone vascular', 'morphological cue', 'environmental effect', 'integrate generate', 'vascular tissue', 'recapitulate key', 'application bone', 'generate appropriate', 'laboratory actively pursuing development biomaterials recapitulate key characteristic natural extracellular matrix application bone vascular tissue engineering yanez', 'proliferation differentiation', 'sc overarching theme robust design engineering tissue understanding modeling environmental effect stem cell differentiation tissue remodeling development engineering microenvironments based carbon nanotube array finely controllable biophysical biochemical property investigation molecular mechanism associated cell migration', 'type mechanical', 'property investigation', 'pharmaceutical design', 'effect stem', 'tissue remodeling', 'development engineering', 'sense distinctive', 'biomaterials recapitulate', 'modeling environmental'}"
83,"Jalilvand, Golareh","{'heterogeneous integration packaging micro nano electronics dr jalilvand contribution field thin film integrated microelectronics ha recognized several national international platform prior microelectronics', 'focused thin film solid oxide fuel cell energy conversion green paradigm', 'thin film', 'faculty course', 'dr jalilvand', 'silicon glass', 'central florida', 'course ph', 'reliability ic', 'department uofsc', 'learning method', 'cell energy', 'developed collaboration', 'studied new', 'jalilvand microstructure', 'technique enhance', 'green paradigm', 'reliability solder', 'worked silicon glass via tsv tgv based integration', 'method developed', 'circuit ic', 'engineering department', 'ic assisted', 'wa graduate assistant microelectronics fabrication reliability lab central florida', 'currently working', 'dr golareh jalilvand assistant professor chemical engineering department uofsc received sc', 'electroplating technique', 'several national', 'film integrated', 'jalilvand assistant', 'engineering uofsc', 'golareh jalilvand', 'material interconnection', 'relationship interconnects', 'ic interconnects', 'via unique', 'assisted machine', 'wa graduate', 'dr golareh', 'fabrication reliability', 'sc ph', 'new interconnect', 'working microstructure', 'film solid', 'via tsv', 'field thin', 'ph material', 'solder joint', 'material science', 'oxide fuel', 'worked silicon', 'integrated microelectronics', 'lab central', 'mechanical reliability', 'engineering prior', 'conversion green', 'energy conversion', 'sc ph material science engineering prior joining uofsc faculty course ph', 'based integration', 'platform prior', 'enhance reliability', 'jalilvand contribution', 'tgv based', 'prior joining', 'electronics dr', 'interconnect material', 'microelectronics ha', 'science engineering', 'tsv tgv', 'department computer', 'microelectronics fabrication', 'joining uofsc', 'recognized several', 'unique electroplating', 'integration packaging', 'optimization via', 'uofsc faculty', 'reliability lab', 'micro nano', 'interconnects integrated', 'studied new interconnect material dr jalilvand microstructure property relationship interconnects integrated circuit ic assisted machine learning method developed collaboration department computer science engineering uofsc', 'currently working microstructure optimization via unique electroplating technique enhance reliability ic interconnects', 'nano electronics', 'microstructure optimization', 'machine learning', 'solid oxide', 'professor chemical', 'heterogeneous integration', 'collaboration department', 'novel material', 'packaging micro', 'fuel cell', 'international platform', 'thermo mechanical reliability solder joint', 'assistant professor', 'uofsc received', 'national international', 'glass via', 'received sc', 'assistant microelectronics', 'integrated circuit', 'thermo mechanical', 'focused thin', 'material dr', 'chemical engineering', 'property relationship', 'graduate assistant', 'contribution field', 'ha recognized', 'microstructure property', 'prior microelectronics', 'novel material interconnection', 'computer science'}"
84,"Jamshidi, Pooyan ","{'artificial intelligence', 'computer system', 'machine learning system', 'autonomic computing', 'adversarial machine learning', 'adversarial machine', 'machine learning', 'learning system'}"
85,"Kanapala, Neema ","{'undergraduate course', 'teach various', 'kanapala teach', 'various undergraduate', 'neema kanapala teach various undergraduate course', 'neema kanapala'}"
86,"Karakalos, Stavros G.","{'electronic change', 'information derived', 'derived study', 'programmed desorption', 'model catalyst', 'temperature programmed desorption tpd', 'ultra violet', 'pathway reaction', 'layer solid', 'intermediate lower', 'ray induced auger electron spectroscopy xaes', 'change reaction', 'catalyst increase', 'vacuum situ', 'situ study', 'reactant interaction', 'srpes', 'violet photoelectron', 'study model system important order draw safe conclusion important information derived study model catalyst surface undergo structural electronic change reaction use efficient technique ultra high vacuum situ study catalyst necessity group use ray synchrotron radiation photoelectron spectroscopy xps', 'study model', 'spectroscopy sims', 'increase rate', 'determine structure', 'atomic layer', 'mechanism various', 'system important', 'interaction catalyst', 'catalytic process', 'surface undergo', 'conclusion important', 'electron spectroscopy', 'technique ultra', 'group main', 'structural electronic', 'main goal', 'important order', 'safe conclusion', 'catalyst surface', 'photoelectron spectroscopy', 'order draw', 'creating new', 'outermost atomic', 'important information', 'interaction lead', 'group use', 'electronic property', 'catalytic treatment', 'radiation photoelectron', 'rate reaction', 'process fundamental', 'fundamental importance', 'model system', 'reaction mechanism', 'achieved creating', 'energetic pathway', 'induced auger', 'catalyst reactant', 'auger electron', 'new energetic', 'catalyst necessity', 'ray induced', 'undergo structural', 'mass spectroscopy', 'secondary ion mass spectroscopy sims situ catalytic treatment', 'ultra high', 'lead new', 'heterogeneous catalytic', 'understanding reaction mechanism various heterogeneous catalytic process fundamental importance group main goal catalyst increase rate reaction achieved creating new energetic pathway reaction', 'secondary ion', 'activation energy', 'goal catalyst', 'solid material', 'ray synchrotron', 'synchrotron radiation', 'efficient technique', 'situ catalytic', 'importance group', 'understanding reaction', 'draw safe', 'various heterogeneous', 'reaction use', 'composition electronic', 'ion mass', 'reaction achieved', 'tprs', 'new intermediate', 'high vacuum', 'spectroscopy xaes', 'use efficient', 'property outermost', 'spectroscopy xps', 'desorption tpd', 'use ray', 'lower activation', 'study catalyst', 'spectroscopy ups', 'energy end', 'sims situ', 'composition electronic property outermost atomic layer solid material', 'interaction catalyst reactant interaction lead new intermediate lower activation energy end', 'temperature programmed', 'necessity group', 'nap xps', 'ultra violet photoelectron spectroscopy ups'}"
87,"Karakchi, Rasha","{'fpga overlay', 'specialpurpose processor', 'heterogeneous computing', 'data analytics'}"
88,"Khan, Asif","{'sc', 'swearingenroom main', 'swearingenroom main streetcolumbia', 'main streetcolumbia'}"
89,"Khan, Jamil   A.","{'melting casting', 'related contaminant', 'temperature distribution', 'heat transfer', 'thermodynamic analysis ic engine', 'heat transfer porous medium', 'temperature distribution machining', 'thermodynamic analysis', 'phase change', 'welding', 'porous medium', 'channel heat', 'computational experimental fluid dynamic related contaminant transport room', 'analysis combustion', 'micro channel', 'fluid flow', 'manufacturing process', 'computational experimental', 'micro channel heat transfer', 'flow phase', 'change solidification', 'process etc', 'combustion process', 'experimental fluid', 'dynamic related', 'transfer porous', 'dr khan modeling manufacturing process', 'distribution machining', 'fluid dynamic', 'solidification melting', 'analysis ic', 'contaminant transport', 'transfer fluid', 'ic engine', 'dr khan', 'cfd analysis combustion process etc', 'khan modeling', 'heat transfer fluid flow phase change solidification melting casting', 'cfd analysis', 'modeling manufacturing', 'transport room'}"
90,"Kidane, Addis ","{'image correlation', 'multifunctional material', 'dynamic behavior', 'dynamic behavior material', 'digital image', 'digital image correlation', 'behavior material'}"
91,"Knight, Travis W.","{'space nuclear power propulsion', 'alternative us', 'fuel cycle', 'alternative us nuclear power including hydrogen', 'power including', 'nuclear safeguard', 'space nuclear', 'nuclear fuel', 'advanced nuclear', 'nuclear power', 'nuclear fuel cycle', 'including hydrogen', 'us nuclear', 'knight area', 'power propulsion', 'area advanced', 'dr knight', 'dr knight area advanced nuclear fuel material', 'fuel material'}"
92,"Koppel, Tarmo","{'topic ai', 'internet thing iot', 'ai application', 'remote sensing', 'application business', 'risk management', 'smart manufacturing', 'productivity enhancement', 'smart workplace', 'business virtual', 'thing iot', 'threat assessment', 'tarmo koppel', 'industry', 'sensor network', 'decision support', 'safety monitoring', 'virtual assistant', 'tarmo koppel topic ai application business virtual assistant chatbots', 'assessment risk', 'health safety', 'internet thing', 'threat assessment risk management', 'koppel topic', 'health safety monitoring', 'assistant chatbots'}"
93,"Lauterbach, Jochen","{'ammonia decomposition', 'heterogeneous catalysis', 'decomposition synthesis', 'conversion', 'highthroughput screening', 'machine learning', 'ammonia decomposition synthesis'}"
94,"Lee, Dongkyu","{'oxide electrocatalysis', 'energy application', 'nanostructured oxide'}"
95,"Lessner , Susan M.","{'relationship mechanical', 'arterial tissue', 'vascular biology', 'cardiovascular syndrome', 'rupture intraplaque', 'study micromechanics arterial tissue failure plaque rupture arterial dissection', 'stroke evidence', 'mechano sensitive gene expression biomechanics front', 'tissue failure', 'major role', 'biological factor', 'progression use', 'loading environment', 'greenville hospital', 'aim develop', 'plaque rupture', 'evidence suggests', 'rupture leading', 'biomechanics front', 'sc lessner', 'result adverse', 'biomechanical biological', 'failure mechanism', 'collaborate faculty', 'matrix organization', 'engineering uofsc', 'biological side', 'method identify', 'order develop method reduce incidence plaque rupture biological side', 'particularly interested intraplaque angiogenesis', 'rupture biological', 'rupture arterial', 'cause acute', 'intraplaque angiogenesis', 'school medicine', 'together vascular surgeon greenville hospital', 'focus understanding', 'transgenic mouse', 'factor focus', 'particularly interested', 'room garner', 'ferry road', 'faculty mechanical', 'interaction biomechanical', 'emphasis mechanical failure plaque rupture intraplaque angiogenesis atherosclerotic plaque rupture leading cause acute cardiovascular event heart attack stroke evidence suggests plaque rupture result adverse interaction biomechanical biological factor focus understanding interplay type factor', 'syndrome material', 'use experimental', 'use transgenic', 'micromechanics arterial', 'interested intraplaque', 'biomechanics atherosclerosis', 'adverse interaction', 'vessel growth', 'new blood', 'atherosclerotic plaque', 'school medicine bldg room garner ferry road columbia', 'specimen examine', 'sc lessner work focus vascular biology biomechanics atherosclerosis', 'method reduce', 'palmetto health', 'risk acute', 'human endarterectomy', 'artery wall', 'gene expression', 'acute cardiovascular', 'examine relationship', 'mechano sensitive', 'elevated risk', 'attack stroke', 'approach understand', 'identify patient', 'type factor', 'work focus', 'road columbia', 'mechanical engineering', 'focus vascular', 'heart attack', 'understand artery', 'incidence plaque', 'aim develop method identify patient elevated risk acute cardiovascular syndrome material failure play major role use experimental computational approach understand artery wall failure mechanism collaborate faculty mechanical engineering uofsc', 'garner ferry', 'bldg room', 'mouse model', 'material failure', 'vascular surgeon', 'interplay type', 'experimental computational', 'patient elevated', 'endarterectomy specimen', 'failure play', 'role use', 'emphasis mechanical', 'failure plaque', 'together vascular', 'mechanism collaborate', 'play major', 'mechanical loading', 'arterial dissection', 'understanding interplay', 'blood vessel', 'event heart', 'mechanical failure', 'develop method', 'rupture result', 'plaque progression', 'order develop', 'surgeon greenville', 'lessner work', 'wall failure', 'destabilizing factor', 'new blood vessel growth', 'model human', 'computational approach', 'reduce incidence', 'suggests plaque', 'study micromechanics', 'musc', 'cardiovascular event', 'biology biomechanics', 'destabilizing factor plaque progression use transgenic mouse model human endarterectomy specimen examine relationship mechanical loading environment', 'angiogenesis atherosclerotic', 'medicine bldg', 'factor plaque', 'expression biomechanics', 'sensitive gene', 'leading cause'}"
96,"Lewis, Jeremy ","{'jeremy lewis', 'undergraduate course', 'teach various', 'various undergraduate', 'jeremy lewis teach various undergraduate course', 'lewis teach'}"
97,"Li, Chen ","{'aim basic', 'phase heat', 'theory towards', 'towards controlling', 'control modeling', 'behavior application', 'li micro', 'application theory', 'heat flow', 'basic developing', 'dr li', 'verifying theory', 'flow micro', 'theory two', 'transport behavior', 'controlling two', 'prediction', 'developing verifying', 'scale two', 'two phase', 'modeling aim', 'control modeling aim basic developing verifying theory two phase transport behavior application theory towards controlling two phase heat flow micro nano scale', 'flow physic', 'micro nano', 'phase transport', 'dr li micro nano scale two phase heat flow physic', 'nano scale'}"
